x,y
0.0,-0.4164683046608588
0.002000400080016003,-0.4144639029803627
0.004000800160032006,-0.4124514980989063
0.006001200240048009,-0.41043109001648964
0.008001600320064013,-0.40840267873311276
0.010002000400080016,-0.4063662642487756
0.012002400480096018,-0.4043218465634782
0.014002800560112022,-0.4022694256772205
0.016003200640128026,-0.4002090015900026
0.01800360072014403,-0.3981405743018244
0.020004000800160033,-0.396064143812686
0.022004400880176037,-0.3939797101225873
0.024004800960192037,-0.39188727323152833
0.02600520104020804,-0.3897868331395091
0.028005601120224044,-0.3876783898465297
0.030006001200240048,-0.38556194335259
0.03200640128025605,-0.38343749365769
0.03400680136027205,-0.38130504076182975
0.03600720144028806,-0.3791645846650093
0.03800760152030406,-0.37701612536722856
0.040008001600320066,-0.37485966286848754
0.042008401680336066,-0.3726951971687863
0.04400880176035207,-0.37052272826812477
0.04600920184036807,-0.368342256166503
0.048009601920384073,-0.36615378086392103
0.05001000200040008,-0.3639573023603787
0.05201040208041608,-0.3617528206558762
0.05401080216043209,-0.3595403357504134
0.05601120224044809,-0.3573198476439904
0.058011602320464095,-0.35509135633660704
0.060012002400480095,-0.35285486182826353
0.0620124024804961,-0.3506103641189597
0.0640128025605121,-0.3483578632086956
0.06601320264052811,-0.3460973590974713
0.0680136027205441,-0.3438288517852867
0.07001400280056011,-0.34155234127214185
0.07201440288057612,-0.33926782755803675
0.07401480296059212,-0.3369753106429714
0.07601520304060812,-0.3346747905269458
0.07801560312062412,-0.33236626720996
0.08001600320064013,-0.33004974069201387
0.08201640328065612,-0.3277252109731075
0.08401680336067213,-0.32539267805324085
0.08601720344068814,-0.32305214193241394
0.08801760352070415,-0.3207036026106268
0.09001800360072014,-0.3183470600878794
0.09201840368073615,-0.3159825143641718
0.09401880376075215,-0.3136099654395038
0.09601920384076815,-0.31122941331387566
0.09801960392078415,-0.3088408579872873
0.10002000400080016,-0.3064442994597386
0.10202040408081617,-0.3040397377312296
0.10402080416083216,-0.30162717280176043
0.10602120424084817,-0.299206604671331
0.10802160432086418,-0.2967780333399413
0.11002200440088018,-0.2943414588075913
0.11202240448089618,-0.29189688107428113
0.11402280456091218,-0.28944430014001066
0.11602320464092819,-0.2869837160047799
0.11802360472094418,-0.28451512866858897
0.12002400480096019,-0.28203853813143775
0.1220244048809762,-0.2795539443933262
0.1240248049609922,-0.2770613474542545
0.1260252050410082,-0.2745607473142225
0.1280256051210242,-0.2720521439732302
0.1300260052010402,-0.26953553743127767
0.13202640528105622,-0.2670109276883649
0.13402680536107223,-0.26447831474449185
0.1360272054410882,-0.2619376985996586
0.1380276055211042,-0.25938907925386506
0.14002800560112022,-0.25683245670711125
0.14202840568113623,-0.2542678309593972
0.14402880576115223,-0.2516952020107229
0.14602920584116824,-0.2491145698610883
0.14802960592118425,-0.24652593451049348
0.15003000600120023,-0.24392929595893842
0.15203040608121624,-0.24132465420642307
0.15403080616123224,-0.23871200925294747
0.15603120624124825,-0.23609136109851164
0.15803160632126426,-0.2334627097431155
0.16003200640128026,-0.23082605518675914
0.16203240648129627,-0.22818139742944255
0.16403280656131225,-0.2255287364711657
0.16603320664132826,-0.22286807231192857
0.16803360672134426,-0.22019940495173118
0.17003400680136027,-0.2175227343905735
0.17203440688137628,-0.21483806062845562
0.17403480696139229,-0.21214538366537747
0.1760352070414083,-0.20944470350133904
0.17803560712142427,-0.2067360201363404
0.18003600720144028,-0.2040193335703815
0.1820364072814563,-0.2012946438034623
0.1840368073614723,-0.19856195083558287
0.1860372074414883,-0.19582125466674316
0.1880376075215043,-0.19307255529694323
0.19003800760152031,-0.190315852726183
0.1920384076815363,-0.1875511469544626
0.1940388077615523,-0.18477843798178187
0.1960392078415683,-0.1819977258081409
0.19803960792158432,-0.17920901043353965
0.20004000800160032,-0.1764122918579782
0.20204040808161633,-0.17360757008145644
0.20404080816163234,-0.17079484510397444
0.20604120824164834,-0.16797411692553219
